_id,טבלה,סמל_ישוב,שם_ישוב,שם_ישוב_לועזי,סמל_נפה,שם_נפה,סמל_לשכת_מנא,לשכה,סמל_מועצה_איזורית,שם_מועצה
554,טבלת ישובים    ,859,כסלון                    ,KESALON                  ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
555,טבלת ישובים    ,1296,כסרא-סמיע                ,KISRA-SUMEI              ,24,עכו                 ,24,עכו                      ,0,
556,טבלת ישובים    ,978,כעביה-טבאש-חג'אג'רה      ,KA'ABIYYE-TABBASH-HA     ,25,נצרת                ,25,נצרת עילית               ,0,
557,טבלת ישובים    ,857,כפר אביב                 ,KEFAR AVIV               ,44,רחובות              ,44,רחובות                   ,32,גדרות
558,טבלת ישובים    ,3638,כפר אדומים               ,KEFAR ADUMMIM            ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
559,טבלת ישובים    ,364,כפר אוריה                ,KEFAR URIYYA             ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
560,טבלת ישובים    ,690,כפר אחים                 ,KEFAR AHIM               ,61,אשקלון              ,61,אשקלון                   ,33,באר טוביה
561,טבלת ישובים    ,220,כפר ביאליק               ,KEFAR BIALIK             ,31,חיפה                ,31,חיפה                     ,12,זבולון
562,טבלת ישובים    ,177,"כפר ביל""ו                ",KEFAR BILU               ,44,רחובות              ,44,רחובות                   ,30,גזר
563,טבלת ישובים    ,357,כפר בלום                 ,KEFAR BLUM               ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
564,טבלת ישובים    ,2010,כפר בן נון               ,KEFAR BIN NUN            ,43,רמלה                ,43,רמלה                     ,30,גזר
565,טבלת ישובים    ,633,כפר ברא                  ,KAFAR BARA               ,42,פתח תקווה           ,42,פתח תקוה                 ,0,
566,טבלת ישובים    ,132,כפר ברוך                 ,KEFAR BARUKH             ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
567,טבלת ישובים    ,106,כפר גדעון                ,KEFAR GID'ON             ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
568,טבלת ישובים    ,427,כפר גלים                 ,KEFAR GALLIM             ,31,חיפה                ,31,חיפה                     ,15,חוף הכרמל
569,טבלת ישובים    ,310,כפר גליקסון              ,KEFAR GLIKSON            ,32,חדרה                ,32,חדרה                     ,14,מנשה
570,טבלת ישובים    ,76,כפר גלעדי                ,KEFAR GIL'ADI            ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
571,טבלת ישובים    ,707,כפר דניאל                ,KEFAR DANIYYEL           ,43,רמלה                ,43,רמלה                     ,25,חבל מודיעין
572,טבלת ישובים    ,3796,כפר האורנים              ,KEFAR HAORANIM           ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
573,טבלת ישובים    ,192,כפר החורש                ,KEFAR HAHORESH           ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
574,טבלת ישובים    ,254,כפר המכבי                ,KEFAR HAMAKKABI          ,31,חיפה                ,31,חיפה                     ,12,זבולון
575,טבלת ישובים    ,582,כפר הנגיד                ,KEFAR HANAGID            ,44,רחובות              ,44,רחובות                   ,27,גן רווה
576,טבלת ישובים    ,890,כפר הנוער הדתי           ,KEFAR HANO'AR HADATI     ,31,חיפה                ,31,חיפה                     ,12,זבולון
577,טבלת ישובים    ,443,כפר הנשיא                ,KEFAR HANASI             ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
578,טבלת ישובים    ,187,כפר הס                   ,KEFAR HESS               ,41,השרון               ,41,נתניה                    ,18,לב השרון
579,טבלת ישובים    ,217,"כפר הרא""ה                ",KEFAR HARO'E             ,41,השרון               ,32,חדרה                     ,16,עמק חפר
580,טבלת ישובים    ,888,"כפר הרי""ף                ",KEFAR HARIF              ,61,אשקלון              ,61,אשקלון                   ,35,יואב
581,טבלת ישובים    ,190,כפר ויתקין               ,KEFAR VITKIN             ,41,השרון               ,41,נתניה                    ,16,עמק חפר
582,טבלת ישובים    ,320,כפר ורבורג               ,KEFAR WARBURG            ,61,אשקלון              ,61,אשקלון                   ,33,באר טוביה
583,טבלת ישובים    ,1263,כפר ורדים                ,KEFAR WERADIM            ,24,עכו                 ,24,עכו                      ,0,
584,טבלת ישובים    ,1325,כפר זוהרים               ,KEFAR ZOHARIM            ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
585,טבלת ישובים    ,786,כפר זיתים                ,KEFAR ZETIM              ,22,כנרת                ,22,טבריה                    ,3,הגליל התחתון
586,טבלת ישובים    ,696,"כפר חב""ד                 ",KEFAR HABAD              ,43,רמלה                ,43,רמלה                     ,40,שדות דן
587,טבלת ישובים    ,609,כפר חושן                 ,KEFAR HOSHEN             ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
588,טבלת ישובים    ,255,כפר חיטים                ,KEFAR HITTIM             ,22,כנרת                ,22,טבריה                    ,3,הגליל התחתון
589,טבלת ישובים    ,193,כפר חיים                 ,KEFAR HAYYIM             ,41,השרון               ,41,נתניה                    ,16,עמק חפר
590,טבלת ישובים    ,1297,כפר חנניה                ,KEFAR HANANYA            ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
591,טבלת ישובים    ,112,כפר חסידים א'            ,KEFAR HASIDIM ALEF       ,31,חיפה                ,31,חיפה                     ,12,זבולון
592,טבלת ישובים    ,889,כפר חסידים ב'            ,KEFAR HASIDIM BET        ,31,חיפה                ,31,חיפה                     ,12,זבולון
